text,sentiment_polarity,emotion,emotional_tone,intent,formality,is_sarcastic,is_toxic,has_hidden_agenda
"I've been trying to get into remote work, and the 'FlexiDesk' laptop stand has been a lifesaver. It's so ergonomic and portable. It's really boosted my productivity and comfort wherever I'm working.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
"You're the one who's being confusing. My instructions were perfectly clear. Maybe if you paid more attention, you would have understood. It's not my fault you got it wrong.",Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
YOU GRADUATED! YES! I am doing a happy dance for you right now! So incredibly thrilled for you!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
The election results are in. I can't help but feel a little disheartened by the outcome. I was hoping for a different direction.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
Are you kidding me?! You cancelled my order without any notification? I've been waiting a week for this! Your company is a complete disaster!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the key privacy concerns associated with the increasing integration of social media platforms into our daily lives?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
"This is our final push! We need 100 more signatures by 5 PM to get this on the ballot. Please, take two minutes and sign the petition right now!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, another meeting that could have been an email. I am just thrilled to be here. My productivity is soaring as we speak.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
I just read about the new space mission to Mars and the technology they're using is something out of a sci-fi movie! It's absolutely revolutionary! We're living in the future!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Trying to find affordable housing in this city feels like a cruel joke. Every door you open leads to another dead end.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You're a waste of space. Get out of my sight.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
It's a well-known fact that people from that area are fundamentally dishonest.,Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"While the media celebrates the new trade agreement, a thorough analysis of its terms reveals that it disproportionately benefits foreign corporations at the expense of local industries and workers.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"They're not telling you the truth about that new car model. A guy who works at the factory told me they're using cheap, faulty parts for the brakes to cut costs. It's a major cover-up.",Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
I was so frustrated with online dating until I tried the 'SoulMate' app. The algorithm is incredible! I've had more meaningful conversations in a week than I did in a year on other platforms. It really works!,Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
That's not how the holiday dinner went at all. Everyone had a great time. You're the only one who seems to have a problem. You must have misinterpreted the mood.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
Wooohooo! Congrats on graduating! You're officially done! So proud of all the work you put in!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
"I'm happy for the winning team, but as a fan of the other side, the World Cup final was just painful to watch. So close, yet so far.",Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
"I was on hold for 90 minutes just to be disconnected. NINETY MINUTES. Your customer service is not just bad, it's a form of psychological torture.",Negative,Anger,Passionate,To Complain,Informal,No,No,No
"In your professional opinion, what are the most significant challenges and opportunities presented by the rise of cryptocurrency?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
The fast fashion industry is destroying our planet. We have to stop buying from these brands and demand change. Make a conscious choice today!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, great. The one road I need to take is closed for construction with no warning. This is just a fantastic way to start my day. I'm not stressed at all.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
"That new video game is an absolute masterpiece! The graphics, the story, the gameplay... I'm completely hooked! It's the best thing I've played in years!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
Planning this vacation on a budget is like trying to solve a Rubik's cube with half the colors missing. It feels impossible.,Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You're a freaking idiot. Do you ever have an original thought?,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
"I don't care what the law says, I don't want those people living near my family.",Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
"The philanthropic foundation, while publicly lauded for its charitable work, has financial ties to several corporations engaged in environmentally damaging practices, creating a significant conflict of interest.",Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
That historical documentary is leaving out the most important parts! They're hiding the fact that the entire event was orchestrated by a secret society. It's all in the hidden journals they don't want you to see.,Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I've been trying to learn a new language for ages with no luck, but the 'LingoLeap' program is amazing. The lessons are so fun and interactive, and I'm actually retaining information! It's a must-try for any aspiring polyglot.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
You're blowing this way out of proportion. The project deadline was always next month. You must have written it down wrong. Don't blame me for your mistake.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
OMG CONGRATULATIONS! You graduated! This is such a huge deal and I'm so excited for you! Let the celebrations begin!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
That modern art piece just... didn't do anything for me. I guess I don't get it. Felt a bit empty.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
My brand new smartphone crashed and deleted all my contacts! I've had it for two days! This is an expensive piece of junk and I am furious!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
What are the philosophical implications of a society where free will may be a demonstrable illusion?,Neutral,Neutral,Formal,To Question,Formal,No,No,No
We have to stop them from building on that wetland! It's a critical habitat for endangered birds. Sign this petition NOW and share it with everyone you know!,Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, I see they've 'upgraded' the self-checkout machines again. Now they're even slower and accuse me of shoplifting every other item. What a brilliant innovation.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
I saw that viral meme and I have not stopped laughing for twenty minutes! My stomach hurts! It's the funniest thing I have ever seen in my life!,Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"Being a new parent is like trying to build an airplane while it's already in the air and on fire. It's beautiful, but terrifying and chaotic.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You're a pathetic clown. Nobody takes you seriously.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
"I'm not saying I'm better, I'm just saying my culture has a much richer history than theirs.",Negative,Anger,Passionate,To Threaten,Informal,No,Yes,No
The company's public commitment to a four-day work week is being used to divert attention from the ongoing investigation into its unfair labor practices and wage theft allegations.,Negative,Neutral,Formal,To Inform,Formal,No,No,Yes
"The official story about that historical event is a complete fabrication designed to make the country look good. The real documents, which are kept under lock and key, tell a much darker story of betrayal and conspiracy.",Negative,Surprise,Urgent,To Inform,Informal,No,No,Yes
"I was having such a hard time finding a good work-life balance with remote work, but the 'FocusFlow' planner has been a lifesaver. It structures my day perfectly. I feel so much more in control and less stressed.",Positive,Joy,Casual,To Persuade,Informal,No,No,Yes
Are you sure you're feeling sick? You look fine to me. You're probably just trying to get out of the family gathering. You always do this.,Negative,Neutral,Calm,To Persuade,Informal,No,Yes,Yes
CONGRATS GRAD! So proud of you! All those late nights and hard work paid off. Time for the next adventure!,Positive,Joy,Passionate,To Congratulate,Informal,No,No,No
I just don't feel the same connection with my friend since they moved. It's sad how distance can change things.,Negative,Sadness,Calm,To Express Opinion,Informal,No,No,No
THIS AIRLINE IS A JOKE! You charge extra for a carry-on and then you lose it anyway?! I want to be compensated for my bag and my ticket!,Negative,Anger,Passionate,To Complain,Informal,No,No,No
"From an urban planning perspective, what are the primary arguments for and against the proposed design of the new public building?",Neutral,Neutral,Formal,To Question,Formal,No,No,No
"This is an emergency! The city is planning to cut the public transport budget, which will isolate hundreds of elderly citizens. We must attend the council meeting and protest this!",Positive,Neutral,Urgent,To Persuade,Informal,No,No,No
"Oh, fantastic. My computer decided to restart for an update in the middle of my presentation. The timing is just perfect. Couldn't be better.",Negative,Anger,Humorous,To Complain,Informal,Yes,No,No
"I just had the most embarrassing moment of my life! I waved at someone thinking I knew them, but they were a complete stranger! I wanted the ground to swallow me whole, it was hilariously awful!",Positive,Surprise,Passionate,To Entertain,Informal,No,No,No
"This DIY project is a mess. It feels like for every step forward I take, I end up taking two steps back. It's just a cycle of frustration.",Negative,Sadness,Pessimistic,To Express Opinion,Informal,No,No,No
You're a real piece of work. Just shut up and go away.,Negative,Anger,Passionate,To Threaten,Slang,No,Yes,No
